Year,State,Burden Rate,Income per Capita,Taxes Paid to Own State Per Capita,Taxes Paid to Other States Per Capita,Total Taxes Paid Per Capita
1978,South Dakota,0.09,7172.37,381.84,248.81,630.65
1978,Tennessee,0.08,6826.74,351.51,210.57,562.08
1978,Texas,0.08,7863.63,396.46,228.10,624.56
1978,Utah,0.11,6998.58,520.98,228.44,749.42
1978,Vermont,0.11,7155.51,551.54,256.95,808.49
1978,Virginia,0.10,8127.03,562.41,287.18,849.59
1978,Washington,0.10,8993.36,607.15,292.20,899.35
1978,West Virginia,0.10,6617.32,455.05,198.80,653.85
1978,Wisconsin,0.13,8262.70,805.02,255.53,1060.55
1978,Wyoming,0.08,9154.69,409.24,325.13,734.37
1977,Alabama,0.09,5847.40,356.20,184.40,540.60
1977,Alaska,0.12,12935.34,1111.11,393.23,1504.34
1977,Arizona,0.11,6849.04,489.05,243.24,732.29
1977,Arkansas,0.09,5626.06,302.04,181.12,483.16
1977,California,0.12,8791.98,822.99,247.79,1070.78
1977,Colorado,0.11,7708.65,558.08,258.45,816.53
1977,Connecticut,0.11,9108.27,646.84,366.10,1012.94
1977,Delaware,0.10,8003.89,493.96,302.65,796.61
1977,District of Columbia,0.12,8593.20,676.50,381.45,1057.95
1977,Florida,0.09,7206.69,401.20,269.53,670.73
1977,Georgia,0.10,6306.13,411.38,196.68,608.06
1977,Hawaii,0.11,8550.01,609.43,296.35,905.78
1977,Idaho,0.11,6670.57,474.29,237.54,711.83
1977,Illinois,0.11,8458.67,635.59,257.34,892.93
1977,Indiana,0.09,7123.66,393.82,222.48,616.30
1977,Iowa,0.11,7237.54,515.95,248.88,764.83
1977,Kansas,0.10,7294.16,449.82,260.06,709.88
1977,Kentucky,0.10,6030.03,408.56,184.90,593.46
1977,Louisiana,0.08,6124.12,301.04,181.96,483.00
1977,Maine,0.11,6424.38,457.67,214.44,672.11
1977,Maryland,0.12,8421.33,680.94,292.72,973.66
1977,Massachusetts,0.12,7831.65,706.01,257.79,963.80
1977,Michigan,0.11,7773.50,605.69,223.51,829.20
1977,Minnesota,0.11,7429.47,606.24,232.82,839.06
1977,Mississippi,0.10,5300.84,346.93,163.02,509.95
1977,Missouri,0.09,6992.42,422.06,236.16,658.22
1977,Montana,0.10,6653.73,415.84,244.62,660.46
1977,Nebraska,0.11,7068.74,540.87,243.79,784.66
1977,Nevada,0.09,8750.23,449.38,307.00,756.38
1977,New Hampshire,0.09,7199.60,348.03,305.13,653.16
1977,New Jersey,0.13,8882.08,781.20,350.41,1131.61
1977,New Mexico,0.09,6234.25,361.44,213.74,575.18
1977,New York,0.13,8146.95,862.21,232.29,1094.50
1977,North Carolina,0.10,6166.87,427.60,190.26,617.86
1977,North Dakota,0.12,6399.79,533.75,228.01,761.76
1977,Ohio,0.09,7413.04,446.50,224.67,671.17
1977,Oklahoma,0.09,6473.60,363.86,212.48,576.34
1977,Oregon,0.11,7655.13,620.77,251.53,872.30
1977,Pennsylvania,0.11,7492.23,556.49,234.74,791.23
1977,Rhode Island,0.12,7193.29,568.97,266.70,835.67
1977,South Carolina,0.09,5797.12,359.67,186.05,545.72
1977,South Dakota,0.09,6157.25,352.34,219.80,572.14
1977,Tennessee,0.08,6159.67,318.87,193.12,511.99
1977,Texas,0.08,7100.68,365.15,210.33,575.48
1977,Utah,0.11,6367.09,469.38,210.81,680.19
1977,Vermont,0.12,6497.66,536.83,238.00,774.83
1977,Virginia,0.10,7345.97,502.74,264.11,766.85
1977,Washington,0.10,8089.96,533.25,268.18,801.43
1977,West Virginia,0.10,6091.67,420.37,183.88,604.25
1977,Wisconsin,0.13,7441.79,725.14,235.88,961.02
1977,Wyoming,0.08,7965.30,365.36,292.49,657.85
